"SIZE"	"ES"	"NES"	"NOM P-VAL"	"FDR Q-VAL"	"FWER P-VAL"	"RANK AT MAX"	"LEADING EDGE"	"TERM"	"SOURCE"	"GOID"
15	-0.46266922	-1.0990163	0.34751773	0.41230294	1	5712	"tags=60%, list=38%, signal=96%"	"HISTONE H2A ACETYLATION"	"GOBP"	"GO:0043968"
64	-0.46216428	-1.5221752	0.008333334	0.060617447	1	2309	"tags=34%, list=15%, signal=40%"	"TCR SIGNALING IN NAIVE CD4+ T CELLS"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"TCR SIGNALING IN NAIVE CD4+ T CELLS"
27	-0.46215123	-1.2649341	0.1529052	0.2227442	1	2510	"tags=22%, list=17%, signal=27%"	"THE ROLE OF NEF IN HIV-1 REPLICATION AND DISEASE PATHOGENESIS"	"REACTOME"	"R-HSA-164952.1"
17	-0.46176845	-1.1514684	0.27371272	0.342924	1	3584	"tags=41%, list=24%, signal=54%"	"NEGATIVE REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION"	"GOBP"	"GO:0033048"
56	-0.46170297	-1.4722607	0.029411765	0.083661534	1	3332	"tags=34%, list=22%, signal=43%"	"I-KAPPAB KINASE/NF-KAPPAB SIGNALING"	"GOBP"	"GO:0007249"
85	-0.46167234	-1.6309533	0	0.027741682	1	2861	"tags=29%, list=19%, signal=36%"	"TRANSCRIPTION ELONGATION FROM RNA POLYMERASE II PROMOTER"	"GOBP"	"GO:0006368"
19	-0.4616169	-1.1666626	0.24396783	0.3242433	1	5523	"tags=53%, list=36%, signal=83%"	"PROCESSING OF INTRONLESS PRE-MRNAS"	"REACTOME"	"R-HSA-77595.2"
122	-0.46151942	-1.696565	0	0.015511157	0.995	2166	"tags=33%, list=14%, signal=38%"	"REGULATION OF CELLULAR KETONE METABOLIC PROCESS"	"GOBP"	"GO:0010565"
109	-0.4614989	-1.6671091	0	0.020160861	0.999	6240	"tags=63%, list=41%, signal=107%"	"NONSENSE MEDIATED DECAY (NMD) ENHANCED BY THE EXON JUNCTION COMPLEX (EJC)"	"REACTOME DATABASE ID RELEASE 60"	"975957"
109	-0.4614989	-1.6461496	0	0.024248404	1	6240	"tags=63%, list=41%, signal=107%"	"NONSENSE-MEDIATED DECAY (NMD)"	"REACTOME"	"R-HSA-927802.2"
88	-0.46069252	-1.5997397	0.006060606	0.035255108	1	1584	"tags=30%, list=10%, signal=33%"	"PCP CE PATHWAY"	"REACTOME DATABASE ID RELEASE 60"	"4086400"
71	-0.460624	-1.5682037	0	0.044000093	1	2795	"tags=41%, list=18%, signal=50%"	"POSITIVE REGULATION OF LEUKOCYTE PROLIFERATION"	"GOBP"	"GO:0070665"
37	-0.46024635	-1.332093	0.07836991	0.16624707	1	3079	"tags=51%, list=20%, signal=64%"	"AURORA B SIGNALING"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"AURORA B SIGNALING"
77	-0.45983884	-1.5710539	0	0.042956598	1	2825	"tags=38%, list=19%, signal=46%"	"MICROTUBULE CYTOSKELETON ORGANIZATION INVOLVED IN MITOSIS"	"GOBP"	"GO:1902850"
79	-0.4595956	-1.5844557	0.004405286	0.03974764	1	2293	"tags=28%, list=15%, signal=33%"	"IL2"	"NETPATH"	"IL2"
17	-0.45925313	-1.084987	0.36144578	0.43231606	1	5275	"tags=53%, list=35%, signal=81%"	"PEROXISOMAL TRANSPORT"	"GOBP"	"GO:0043574"
16	-0.45923367	-1.1055719	0.32233503	0.40300912	1	3345	"tags=31%, list=22%, signal=40%"	"REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY INVOLVED IN APOPTOTIC PROCESS"	"GOBP"	"GO:1902108"
24	-0.45894146	-1.2313305	0.18072289	0.25504154	1	2606	"tags=42%, list=17%, signal=50%"	"ALPHA-BETA T CELL ACTIVATION"	"GOBP"	"GO:0046631"
34	-0.4584039	-1.3101863	0.10248447	0.18454966	1	2455	"tags=29%, list=16%, signal=35%"	"ATM PATHWAY"	"PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA"	"ATM PATHWAY"
34	-0.45840383	-1.3352717	0.11821086	0.16523941	1	2455	"tags=29%, list=16%, signal=35%"	"PID_ATM_PATHWAY"	"MSIGDB_C2"	"PID_ATM_PATHWAY"
104	-0.45826435	-1.6296343	0	0.028039217	1	2257	"tags=36%, list=15%, signal=41%"	"REGULATION OF MONONUCLEAR CELL PROLIFERATION"	"GOBP"	"GO:0032944"
65	-0.45781526	-1.5215085	0.00913242	0.060714956	1	2309	"tags=34%, list=15%, signal=40%"	"PID_TCR_PATHWAY"	"MSIGDB_C2"	"PID_TCR_PATHWAY"
194	-0.4577019	-1.794275	0	0.005419861	0.768	2265	"tags=29%, list=15%, signal=34%"	"REGULATION OF PROTEOLYSIS INVOLVED IN CELLULAR PROTEIN CATABOLIC PROCESS"	"GOBP"	"GO:1903050"
25	-0.45714197	-1.254132	0.14713897	0.23272946	1	2354	"tags=36%, list=15%, signal=43%"	"GLYCOSYL COMPOUND CATABOLIC PROCESS"	"GOBP"	"GO:1901658"
23	-0.45679882	-1.1902888	0.22608696	0.29803026	1	713	"tags=13%, list=5%, signal=14%"	"CELL-CELL RECOGNITION"	"GOBP"	"GO:0009988"
46	-0.45665422	-1.3989336	0.054054055	0.12279061	1	3584	"tags=43%, list=24%, signal=57%"	"REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION"	"GOBP"	"GO:0033047"
173	-0.45637023	-1.7513212	0	0.008735996	0.938	2313	"tags=29%, list=15%, signal=34%"	"FC RECEPTOR SIGNALING PATHWAY"	"GOBP"	"GO:0038093"
43	-0.4563699	-1.3949862	0.036544852	0.12510592	1	5025	"tags=56%, list=33%, signal=83%"	"PYRUVATE METABOLISM AND CITRIC ACID (TCA) CYCLE"	"REACTOME DATABASE ID RELEASE 60"	"71406"
35	-0.45611334	-1.2964422	0.15436241	0.1957234	1	3095	"tags=37%, list=20%, signal=47%"	"POSITIVE REGULATION OF VIRAL TRANSCRIPTION"	"GOBP"	"GO:0050434"
96	-0.4557068	-1.6183505	0	0.030358825	1	1616	"tags=25%, list=11%, signal=28%"	"HEDGEHOG 'OFF' STATE"	"REACTOME DATABASE ID RELEASE 60"	"5610787"
58	-0.45558766	-1.4950653	0.011627907	0.07268056	1	3080	"tags=31%, list=20%, signal=39%"	"NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, DEADENYLATION-DEPENDENT DECAY"	"GOBP"	"GO:0000288"
55	-0.45535028	-1.4334078	0.04296875	0.10316791	1	3095	"tags=38%, list=20%, signal=48%"	"REGULATION OF VIRAL TRANSCRIPTION"	"GOBP"	"GO:0046782"
70	-0.4551166	-1.5321501	0.013824885	0.05654146	1	2795	"tags=40%, list=18%, signal=49%"	"POSITIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION"	"GOBP"	"GO:0032946"
29	-0.4542586	-1.2630095	0.14583333	0.22439748	1	3863	"tags=48%, list=25%, signal=65%"	"PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE"	"GOBP"	"GO:0002440"
94	-0.4541003	-1.5826133	0.005291005	0.04024989	1	3297	"tags=33%, list=22%, signal=42%"	"GENE SILENCING"	"GOBP"	"GO:0016458"
129	-0.45356447	-1.6706325	0	0.019612905	0.999	2988	"tags=33%, list=20%, signal=41%"	"CELLULAR RESPONSE TO OXYGEN LEVELS"	"GOBP"	"GO:0071453"
16	-0.45322838	-1.0871148	0.34536082	0.42923364	1	2881	"tags=38%, list=19%, signal=46%"	"CELLULAR RESPONSE TO ALKALOID"	"GOBP"	"GO:0071312"
19	-0.4530151	-1.1265363	0.2948718	0.37603137	1	4140	"tags=32%, list=27%, signal=43%"	"OLIGOSACCHARIDE-LIPID INTERMEDIATE BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0006490"
27	-0.4529786	-1.2587862	0.15047021	0.22837399	1	3213	"tags=41%, list=21%, signal=52%"	"POSITIVE REGULATION OF VIRAL GENOME REPLICATION"	"GOBP"	"GO:0045070"
141	-0.45235032	-1.7027861	0	0.014646477	0.993	2309	"tags=40%, list=15%, signal=46%"	"POSITIVE REGULATION OF T CELL ACTIVATION"	"GOBP"	"GO:0050870"
27	-0.4521378	-1.2291601	0.17777778	0.25700742	1	1132	"tags=22%, list=7%, signal=24%"	"REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0042304"
15	-0.45212016	-1.0773842	0.37470168	0.44233152	1	703	"tags=13%, list=5%, signal=14%"	"GLYCOGEN CATABOLIC PROCESS"	"GOBP"	"GO:0005980"
15	-0.45212016	-1.0660441	0.37435898	0.45828965	1	703	"tags=13%, list=5%, signal=14%"	"GLUCAN CATABOLIC PROCESS"	"GOBP"	"GO:0009251"
15	-0.45212016	-1.0631077	0.3871795	0.46186978	1	703	"tags=13%, list=5%, signal=14%"	"POLYSACCHARIDE CATABOLIC PROCESS"	"GOBP"	"GO:0000272"
15	-0.45212016	-1.045356	0.40206185	0.48899496	1	703	"tags=13%, list=5%, signal=14%"	"CELLULAR POLYSACCHARIDE CATABOLIC PROCESS"	"GOBP"	"GO:0044247"
103	-0.45177683	-1.62629	0	0.028576378	1	2257	"tags=35%, list=15%, signal=41%"	"REGULATION OF LYMPHOCYTE PROLIFERATION"	"GOBP"	"GO:0050670"
59	-0.4516795	-1.4517697	0.008	0.094084874	1	2741	"tags=32%, list=18%, signal=39%"	"SPINDLE ASSEMBLY"	"GOBP"	"GO:0051225"
43	-0.45167854	-1.350066	0.07534247	0.15574989	1	2172	"tags=23%, list=14%, signal=27%"	"INTRINSIC PATHWAY FOR APOPTOSIS"	"REACTOME DATABASE ID RELEASE 60"	"109606"
34	-0.45165738	-1.3219638	0.10031348	0.17498083	1	3546	"tags=32%, list=23%, signal=42%"	"GLUCONEOGENESIS"	"GOBP"	"GO:0006094"
18	-0.45079592	-1.147242	0.2948403	0.34854692	1	3256	"tags=33%, list=21%, signal=42%"	"AMINE CATABOLIC PROCESS"	"GOBP"	"GO:0009310"
18	-0.45079592	-1.1007489	0.3178082	0.41000366	1	3256	"tags=33%, list=21%, signal=42%"	"CELLULAR BIOGENIC AMINE CATABOLIC PROCESS"	"GOBP"	"GO:0042402"
107	-0.45064354	-1.6382776	0	0.02621257	1	2257	"tags=36%, list=15%, signal=41%"	"REGULATION OF LEUKOCYTE PROLIFERATION"	"GOBP"	"GO:0070663"
42	-0.44903767	-1.3193482	0.079422385	0.17645063	1	4225	"tags=50%, list=28%, signal=69%"	"PROTEIN TARGETING TO MITOCHONDRION"	"GOBP"	"GO:0006626"
55	-0.4486356	-1.4411614	0.03875969	0.09906755	1	4317	"tags=36%, list=28%, signal=51%"	"MACROAUTOPHAGY"	"REACTOME"	"R-HSA-1632852.3"
48	-0.44852608	-1.390799	0.042145595	0.12756446	1	4440	"tags=48%, list=29%, signal=67%"	"INTRACELLULAR TRANSPORT OF VIRUS"	"GOBP"	"GO:0075733"
17	-0.44809052	-1.0752585	0.36097562	0.44490004	1	531	"tags=12%, list=3%, signal=12%"	"CCR9"	"IOB"	"CCR9"
16	-0.44804502	-1.0448914	0.39722222	0.48927724	1	397	"tags=31%, list=3%, signal=32%"	"BIOCARTA_INFLAM_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_INFLAM_PATHWAY"
86	-0.4476246	-1.557136	0	0.047454517	1	3780	"tags=43%, list=25%, signal=57%"	"POSITIVE REGULATION OF VIRAL PROCESS"	"GOBP"	"GO:0048524"
17	-0.4466811	-1.0599036	0.39042822	0.46785203	1	1803	"tags=35%, list=12%, signal=40%"	"NEGATIVE REGULATION OF EXOCYTOSIS"	"GOBP"	"GO:0045920"
19	-0.4465977	-1.1073422	0.32453826	0.4011772	1	3737	"tags=32%, list=25%, signal=42%"	"MODULATION BY VIRUS OF HOST PROCESS"	"GOBP"	"GO:0019054"
69	-0.44633457	-1.4858257	0.004201681	0.07743916	1	2795	"tags=39%, list=18%, signal=48%"	"POSITIVE REGULATION OF LYMPHOCYTE PROLIFERATION"	"GOBP"	"GO:0050671"
16	-0.44601423	-1.0973846	0.32125604	0.41383806	1	474	"tags=13%, list=3%, signal=13%"	"BIOCARTA_PML_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_PML_PATHWAY"
158	-0.44594815	-1.6831315	0	0.017531713	0.998	3907	"tags=44%, list=26%, signal=58%"	"NUCLEAR TRANSPORT"	"GOBP"	"GO:0051169"
120	-0.44584838	-1.644395	0	0.02463249	1	3855	"tags=48%, list=25%, signal=63%"	"COFACTOR BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0051188"
107	-0.44582346	-1.6058465	0	0.033681422	1	6240	"tags=62%, list=41%, signal=104%"	"NUCLEAR-TRANSCRIBED MRNA CATABOLIC PROCESS, NONSENSE-MEDIATED DECAY"	"GOBP"	"GO:0000184"
36	-0.4455443	-1.3323877	0.10034602	0.16612731	1	2940	"tags=33%, list=19%, signal=41%"	"POSTTRANSCRIPTIONAL GENE SILENCING BY RNA"	"GOBP"	"GO:0035194"
53	-0.44551408	-1.4353231	0.02661597	0.10220584	1	2792	"tags=30%, list=18%, signal=37%"	"RNA POLYMERASE II TRANSCRIPTION ELONGATION"	"REACTOME DATABASE ID RELEASE 60"	"75955"
53	-0.44551408	-1.407629	0.04195804	0.117198795	1	2792	"tags=30%, list=18%, signal=37%"	"FORMATION OF RNA POL II ELONGATION COMPLEX"	"REACTOME DATABASE ID RELEASE 60"	"112382"
42	-0.4451014	-1.3566701	0.06711409	0.1511856	1	1950	"tags=31%, list=13%, signal=35%"	"LYMPHOCYTE MIGRATION"	"GOBP"	"GO:0072676"
65	-0.44504678	-1.436265	0.023696683	0.101695776	1	2825	"tags=37%, list=19%, signal=45%"	"MITOTIC SPINDLE ORGANIZATION"	"GOBP"	"GO:0007052"
34	-0.44495553	-1.2826661	0.13455658	0.20758373	1	5259	"tags=56%, list=35%, signal=85%"	"POSITIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING"	"GOBP"	"GO:1904358"
58	-0.44495103	-1.4725071	0.012552301	0.08361294	1	1768	"tags=22%, list=12%, signal=25%"	"PHOSPHATIDYLCHOLINE METABOLIC PROCESS"	"GOBP"	"GO:0046470"
20	-0.4448801	-1.1640685	0.2538071	0.3272192	1	1611	"tags=20%, list=11%, signal=22%"	"REGULATION OF IMMUNOGLOBULIN PRODUCTION"	"GOBP"	"GO:0002637"
16	-0.4448773	-1.0650797	0.3872549	0.45955488	1	2209	"tags=25%, list=15%, signal=29%"	"HISTONE H2A UBIQUITINATION"	"GOBP"	"GO:0033522"
107	-0.444632	-1.5547836	0	0.048052393	1	2570	"tags=28%, list=17%, signal=34%"	"POSITIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY"	"GOBP"	"GO:0051092"
18	-0.44461572	-1.1039578	0.33248082	0.40474826	1	4895	"tags=61%, list=32%, signal=90%"	"SPINDLE CHECKPOINT"	"GOBP"	"GO:0031577"
16	-0.44454616	-1.0560808	0.4234694	0.4726297	1	2247	"tags=19%, list=15%, signal=22%"	"IRAK2 MEDIATED ACTIVATION OF TAK1 COMPLEX UPON TLR7 8 OR 9 STIMULATION"	"REACTOME"	"R-HSA-975163.1"
16	-0.44454616	-1.0459559	0.40625	0.4884109	1	2247	"tags=19%, list=15%, signal=22%"	"TRAF6 MEDIATED INDUCTION OF TAK1 COMPLEX"	"REACTOME"	"R-HSA-937072.1"
26	-0.44431308	-1.1801335	0.22089553	0.31037608	1	285	"tags=15%, list=2%, signal=16%"	"NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS"	"GOBP"	"GO:1902042"
28	-0.44424337	-1.228399	0.16119403	0.25762278	1	2510	"tags=25%, list=17%, signal=30%"	"REGULATION OF DEFENSE RESPONSE TO VIRUS BY VIRUS"	"GOBP"	"GO:0050690"
117	-0.44399312	-1.5986365	0	0.035519898	1	6240	"tags=61%, list=41%, signal=102%"	"PROTEIN LOCALIZATION TO ENDOPLASMIC RETICULUM"	"GOBP"	"GO:0070972"
17	-0.44383377	-1.0764288	0.34	0.44322857	1	3990	"tags=41%, list=26%, signal=56%"	"LDL CLEARANCE"	"REACTOME"	"R-HSA-8964038.1"
30	-0.44336447	-1.2235031	0.17058824	0.2628715	1	1994	"tags=27%, list=13%, signal=31%"	"CHOLESTEROL BIOSYNTHETIC PROCESS"	"GOBP"	"GO:0006695"
20	-0.4433566	-1.1052201	0.3342318	0.40332702	1	946	"tags=25%, list=6%, signal=27%"	"COMPLEMENT ACTIVATION"	"GOBP"	"GO:0006956"
64	-0.44321585	-1.4828833	0.0042735045	0.078796424	1	3294	"tags=33%, list=22%, signal=42%"	"AURKA ACTIVATION BY TPX2"	"REACTOME"	"R-HSA-8854518.2"
26	-0.44290915	-1.1977506	0.1859155	0.28991282	1	1888	"tags=38%, list=12%, signal=44%"	"BIOCARTA_RACCYCD_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_RACCYCD_PATHWAY"
199	-0.44284424	-1.6964095	0	0.015507075	0.995	2309	"tags=39%, list=15%, signal=46%"	"REGULATION OF LEUKOCYTE CELL-CELL ADHESION"	"GOBP"	"GO:1903037"
89	-0.442822	-1.5550073	0.010989011	0.04802314	1	6240	"tags=65%, list=41%, signal=110%"	"EUKARYOTIC TRANSLATION ELONGATION"	"REACTOME DATABASE ID RELEASE 60"	"156842"
56	-0.44245064	-1.4156333	0.027559055	0.11329489	1	1817	"tags=29%, list=12%, signal=32%"	"REGULATION OF SISTER CHROMATID SEGREGATION"	"GOBP"	"GO:0033045"
48	-0.4423938	-1.3494102	0.06844106	0.1560493	1	2135	"tags=40%, list=14%, signal=46%"	"NEGATIVE REGULATION OF T CELL ACTIVATION"	"GOBP"	"GO:0050868"
58	-0.44226912	-1.4398942	0.02661597	0.09963114	1	2140	"tags=41%, list=14%, signal=48%"	"REGULATION OF T CELL DIFFERENTIATION"	"GOBP"	"GO:0045580"
15	-0.4422095	-1.0643891	0.38190955	0.46028852	1	397	"tags=13%, list=3%, signal=14%"	"SA_MMP_CYTOKINE_CONNECTION"	"MSIGDB_C2"	"SA_MMP_CYTOKINE_CONNECTION"
18	-0.44208622	-1.1082625	0.3084833	0.3998473	1	5224	"tags=39%, list=34%, signal=59%"	"FLAGELLATED SPERM MOTILITY"	"GOBP"	"GO:0030317"
18	-0.44208622	-1.0520811	0.39753085	0.47886238	1	5224	"tags=39%, list=34%, signal=59%"	"SPERM MOTILITY"	"GOBP"	"GO:0097722"
21	-0.44207367	-1.1245191	0.3091922	0.37892315	1	4315	"tags=38%, list=28%, signal=53%"	"RESPONSE TO MISFOLDED PROTEIN"	"GOBP"	"GO:0051788"
78	-0.44185343	-1.5269585	0.009478673	0.05844006	1	5369	"tags=60%, list=35%, signal=93%"	"MEIOSIS"	"REACTOME"	"R-HSA-1500620.1"
38	-0.44152626	-1.3164699	0.08208955	0.17893733	1	3228	"tags=34%, list=21%, signal=43%"	"ST_B_CELL_ANTIGEN_RECEPTOR"	"MSIGDB_C2"	"ST_B_CELL_ANTIGEN_RECEPTOR"
29	-0.44144568	-1.2413301	0.14670658	0.24585824	1	5315	"tags=48%, list=35%, signal=74%"	"CARBOHYDRATE DERIVATIVE TRANSPORT"	"GOBP"	"GO:1901264"
21	-0.44143382	-1.1442696	0.27222222	0.35161388	1	3204	"tags=33%, list=21%, signal=42%"	"PROTEIN EXIT FROM ENDOPLASMIC RETICULUM"	"GOBP"	"GO:0032527"
21	-0.44124886	-1.1286455	0.28010473	0.37279963	1	1204	"tags=24%, list=8%, signal=26%"	"CTLA4 INHIBITORY SIGNALING"	"REACTOME DATABASE ID RELEASE 60"	"389513"
28	-0.4409702	-1.22013	0.18550725	0.26613882	1	2140	"tags=36%, list=14%, signal=41%"	"REGULATION OF CD4-POSITIVE, ALPHA-BETA T CELL ACTIVATION"	"GOBP"	"GO:2000514"
42	-0.43963748	-1.3203757	0.065789476	0.17601843	1	2435	"tags=36%, list=16%, signal=42%"	"POSITIVE REGULATION OF CELL CYCLE PHASE TRANSITION"	"GOBP"	"GO:1901989"
40	-0.43959472	-1.3094056	0.10091743	0.18501452	1	2124	"tags=20%, list=14%, signal=23%"	"REGULATION OF NIK/NF-KAPPAB SIGNALING"	"GOBP"	"GO:1901222"
48	-0.4390358	-1.3642765	0.048	0.14532498	1	3729	"tags=42%, list=25%, signal=55%"	"POSITIVE REGULATION OF VIRAL LIFE CYCLE"	"GOBP"	"GO:1903902"
34	-0.4388322	-1.2800245	0.114754096	0.21004225	1	2813	"tags=29%, list=18%, signal=36%"	"HISTIDINE, LYSINE, PHENYLALANINE, TYROSINE, PROLINE AND TRYPTOPHAN CATABOLISM"	"REACTOME DATABASE ID RELEASE 60"	"6788656"
30	-0.43878946	-1.2464986	0.16510904	0.24053106	1	2135	"tags=37%, list=14%, signal=43%"	"NEGATIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION"	"GOBP"	"GO:0032945"
30	-0.43878946	-1.2255188	0.19308357	0.26056468	1	2135	"tags=37%, list=14%, signal=43%"	"NEGATIVE REGULATION OF LYMPHOCYTE PROLIFERATION"	"GOBP"	"GO:0050672"
18	-0.43878552	-1.0468978	0.42424244	0.48713356	1	1156	"tags=22%, list=8%, signal=24%"	"NEGATIVE REGULATION OF TELOMERE MAINTENANCE VIA TELOMERASE"	"GOBP"	"GO:0032211"
37	-0.43875784	-1.267963	0.13621262	0.22112377	1	2435	"tags=35%, list=16%, signal=42%"	"POSITIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION"	"GOBP"	"GO:1901992"
31	-0.438696	-1.2342738	0.18241042	0.25173935	1	1994	"tags=26%, list=13%, signal=30%"	"SECONDARY ALCOHOL BIOSYNTHETIC PROCESS"	"GOBP"	"GO:1902653"
76	-0.43830255	-1.4968002	0.0045045046	0.071802124	1	3294	"tags=32%, list=22%, signal=40%"	"REGULATION OF PLK1 ACTIVITY AT G2 M TRANSITION"	"REACTOME DATABASE ID RELEASE 60"	"2565942"
15	-0.43800822	-1.0538596	0.37592137	0.475913	1	849	"tags=33%, list=6%, signal=35%"	"REGULATION OF ANTIGEN PROCESSING AND PRESENTATION"	"GOBP"	"GO:0002577"
64	-0.4376164	-1.3947821	0.049382716	0.12513241	1	3921	"tags=42%, list=26%, signal=57%"	"ALPHA-AMINO ACID CATABOLIC PROCESS"	"GOBP"	"GO:1901606"
16	-0.43729836	-1.0489354	0.38961038	0.48362136	1	1798	"tags=19%, list=12%, signal=21%"	"PHOTORECEPTOR CELL MAINTENANCE"	"GOBP"	"GO:0045494"
23	-0.43714687	-1.1575567	0.25675675	0.33561108	1	4520	"tags=43%, list=30%, signal=62%"	"PHAGOSOME ACIDIFICATION"	"GOBP"	"GO:0090383"
106	-0.43625668	-1.5581347	0	0.0472102	1	2615	"tags=34%, list=17%, signal=41%"	"REGULATION OF RESPONSE TO CYTOKINE STIMULUS"	"GOBP"	"GO:0060759"
44	-0.4361493	-1.320068	0.08148148	0.17618488	1	5259	"tags=52%, list=35%, signal=80%"	"POSITIVE REGULATION OF TELOMERE MAINTENANCE"	"GOBP"	"GO:0032206"
24	-0.43603426	-1.1542082	0.23054755	0.33965796	1	3332	"tags=42%, list=22%, signal=53%"	"DISEASES ASSOCIATED WITH THE TLR SIGNALING CASCADE"	"REACTOME"	"R-HSA-5602358.1"
24	-0.43603426	-1.122538	0.30860534	0.38102087	1	3332	"tags=42%, list=22%, signal=53%"	"DISEASES OF IMMUNE SYSTEM"	"REACTOME DATABASE ID RELEASE 60"	"5260271"
43	-0.43563405	-1.3336982	0.07508533	0.16544783	1	3644	"tags=37%, list=24%, signal=49%"	"G-CSF"	"IOB"	"G-CSF"
107	-0.43533966	-1.566895	0	0.044209745	1	1867	"tags=26%, list=12%, signal=30%"	"TRANSCRIPTIONAL REGULATION BY RUNX3"	"REACTOME"	"R-HSA-8878159.1"
57	-0.4351264	-1.4084542	0.029411765	0.116697595	1	3245	"tags=26%, list=21%, signal=33%"	"BIOCARTA_HIVNEF_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_HIVNEF_PATHWAY"
30	-0.4345351	-1.2384763	0.16246499	0.24820705	1	2167	"tags=47%, list=14%, signal=54%"	"POSITIVE REGULATION OF ALPHA-BETA T CELL ACTIVATION"	"GOBP"	"GO:0046635"
155	-0.43423697	-1.6506147	0	0.023290763	0.999	3907	"tags=43%, list=26%, signal=57%"	"NUCLEOCYTOPLASMIC TRANSPORT"	"GOBP"	"GO:0006913"
100	-0.4331984	-1.5767403	0.0053475937	0.041750696	1	2615	"tags=34%, list=17%, signal=41%"	"REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY"	"GOBP"	"GO:0001959"
21	-0.43298942	-1.1190703	0.30555555	0.3846775	1	3007	"tags=43%, list=20%, signal=53%"	"BIOCARTA_AKT_PATHWAY"	"MSIGDB_C2"	"BIOCARTA_AKT_PATHWAY"
16	-0.43284214	-1.0398773	0.43513513	0.49589607	1	2135	"tags=25%, list=14%, signal=29%"	"REGULATION OF T CELL CYTOKINE PRODUCTION"	"GOBP"	"GO:0002724"
17	-0.43224484	-1.0512255	0.3857868	0.479651	1	739	"tags=12%, list=5%, signal=12%"	"REGULATION OF TRIGLYCERIDE METABOLIC PROCESS"	"GOBP"	"GO:0090207"
18	-0.43224293	-1.0825281	0.37373737	0.4347852	1	1648	"tags=17%, list=11%, signal=19%"	"CDP-DIACYLGLYCEROL BIOSYNTHESIS I"	"HUMANCYC"	"PWY-5667"
51	-0.43214402	-1.3620845	0.06844106	0.14701895	1	2570	"tags=39%, list=17%, signal=47%"	"POSITIVE REGULATION OF T CELL PROLIFERATION"	"GOBP"	"GO:0042102"
48	-0.43062547	-1.3213518	0.09051724	0.17529316	1	4344	"tags=40%, list=29%, signal=55%"	"MONOSACCHARIDE CATABOLIC PROCESS"	"GOBP"	"GO:0046365"
78	-0.4302728	-1.4628994	0.004651163	0.08850314	1	1507	"tags=22%, list=10%, signal=24%"	"PARKINSON DISEASE"	"PANTHER PATHWAY"	"P00049"
171	-0.43014544	-1.6589515	0	0.021799736	0.999	2309	"tags=37%, list=15%, signal=43%"	"POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION"	"GOBP"	"GO:0051251"
116	-0.42995548	-1.586349	0	0.039215185	1	3832	"tags=38%, list=25%, signal=50%"	"EPIGENETIC REGULATION OF GENE EXPRESSION"	"REACTOME"	"R-HSA-212165.1"
39	-0.4296312	-1.2774245	0.115625	0.21230209	1	2940	"tags=31%, list=19%, signal=38%"	"GENE SILENCING BY RNA"	"GOBP"	"GO:0031047"
68	-0.42949474	-1.4306526	0.014018691	0.104553066	1	2570	"tags=34%, list=17%, signal=41%"	"DEFENSE RESPONSE TO BACTERIUM"	"GOBP"	"GO:0042742"
81	-0.42905372	-1.4579558	0.023923445	0.09106218	1	4055	"tags=53%, list=27%, signal=72%"	"NUCLEOTIDE METABOLISM"	"REACTOME DATABASE ID RELEASE 60"	"15869"
34	-0.4290407	-1.288142	0.14527027	0.20225158	1	2196	"tags=35%, list=14%, signal=41%"	"POSITIVE REGULATION OF TUMOR NECROSIS FACTOR SUPERFAMILY CYTOKINE PRODUCTION"	"GOBP"	"GO:1903557"
75	-0.42891523	-1.4045782	0.014084507	0.118934214	1	2257	"tags=33%, list=15%, signal=39%"	"REGULATION OF T CELL PROLIFERATION"	"GOBP"	"GO:0042129"
21	-0.42870453	-1.1006994	0.3263158	0.40981096	1	1768	"tags=33%, list=12%, signal=38%"	"ACYL CHAIN REMODELLING OF PE"	"REACTOME DATABASE ID RELEASE 60"	"1482839"
